,日期,最高气温,最低气温,天气,风向
741,2020-01-12,3,-7,晴,1
742,2020-01-13,2,-7,晴,3
743,2020-01-14,1,-8,晴转多云,2
744,2020-01-15,3,-9,阴转多云,1
745,2020-01-16,2,-7,阴,2
746,2020-01-17,3,-7,霾转晴,1
747,2020-01-18,3,-7,晴,1
748,2020-01-19,6,-4,晴,3
749,2020-01-20,5,-4,晴,2
750,2020-01-21,5,-7,晴,1
751,2020-01-22,6,-5,晴,1
752,2020-01-23,8,-3,晴,2
753,2020-01-24,3,-6,晴,2
754,2020-01-25,5,-6,霾,1
755,2020-01-26,5,-5,霾,1
756,2020-01-27,4,-4,霾,1
757,2020-01-28,5,-4,霾,1
758,2020-01-29,7,-4,晴,1
759,2020-01-30,6,-4,晴,1
760,2020-01-31,7,-6,晴,2
761,2020-02-01,5,-5,多云转雪,2
762,2020-02-02,3,-3,晴,2
763,2020-02-03,3,-7,晴转多云,2
764,2020-02-04,1,-6,晴,3
765,2020-02-05,-2,-8,雪,2
766,2020-02-06,-1,-6,多云,2
767,2020-02-07,3,-9,晴,1
768,2020-02-08,6,-6,晴转多云,2
769,2020-02-09,10,-6,霾转晴,1
770,2020-02-10,10,-4,霾,1
771,2020-02-11,11,-4,霾转晴,1
772,2020-02-12,11,-2,霾,1
773,2020-02-13,9,-2,霾转多云,2
774,2020-02-14,0,-2,阴转多云,3
775,2020-02-15,0,-7,晴转多云,4
776,2020-02-16,4,-4,晴,4
777,2020-02-17,8,-5,雪转晴,3
778,2020-02-18,10,-5,晴,2
779,2020-02-19,9,-4,晴,2
780,2020-02-20,6,-4,晴转多云,1
781,2020-02-21,11,-3,晴,2
782,2020-02-22,10,-2,晴,3
783,2020-02-23,11,-3,晴转多云,1
784,2020-02-24,10,0,多云,2
785,2020-02-25,9,3,晴,2
786,2020-02-26,9,-2,多云转阴,2
787,2020-02-27,5,-2,多云,3
788,2020-02-28,9,-3,晴,2
789,2020-02-29,5,0,多云,2
790,2020-03-01,11,0,晴,3
791,2020-03-02,11,-3,阴转雪,2
792,2020-03-03,8,-1,晴,3
793,2020-03-04,7,-3,晴,2
794,2020-03-05,10,-2,晴转多云,3
795,2020-03-06,10,-2,阴转雨,2
796,2020-03-07,14,1,多云,2
797,2020-03-08,10,1,小雨转雨,2
798,2020-03-09,11,5,多云,2
799,2020-03-10,12,-1,晴,3
800,2020-03-11,14,-4,晴,1
801,2020-03-12,14,1,多云,3
802,2020-03-13,10,-2,晴,3
803,2020-03-14,15,-1,晴,3
804,2020-03-15,17,3,晴,2
805,2020-03-16,15,0,晴,2
806,2020-03-17,20,3,晴,2
807,2020-03-18,23,3,晴,3
808,2020-03-19,17,5,晴,3
809,2020-03-20,24,4,晴转多云,2
810,2020-03-21,18,7,晴,2
811,2020-03-22,22,3,晴,2
812,2020-03-23,23,7,晴转多云,2
813,2020-03-24,17,6,多云,2
814,2020-03-25,22,5,多云转雨,2
815,2020-03-26,12,6,阴转多云,4
816,2020-03-27,13,2,晴,3
817,2020-03-28,14,-1,晴,2
818,2020-03-29,17,2,晴,2
819,2020-03-30,18,5,多云转阴,3
820,2020-03-31,20,7,多云,3
821,2020-04-01,15,7,晴,3
822,2020-04-02,20,3,晴,2
823,2020-04-03,24,7,晴,2
824,2020-04-04,18,9,晴,3
825,2020-04-05,19,4,多云,2
826,2020-04-06,23,6,晴转多云,2
827,2020-04-07,18,9,晴,2
828,2020-04-08,17,5,多云,2
829,2020-04-09,12,7,多云,2
830,2020-04-10,17,4,晴,2
831,2020-04-11,22,6,晴,2
832,2020-04-12,23,10,晴,3
833,2020-04-13,26,6,晴转多云,2
834,2020-04-14,26,10,晴转多云,2
835,2020-04-15,26,11,阴转雨,3
836,2020-04-16,21,11,晴转多云,3
837,2020-04-17,22,8,晴转多云,3
838,2020-04-18,23,13,阴,2
839,2020-04-19,22,13,晴转雨,3
840,2020-04-20,17,7,晴,4
841,2020-04-21,14,4,晴,4
842,2020-04-22,16,4,晴,4
843,2020-04-23,19,6,晴,3
844,2020-04-24,28,6,晴,3
845,2020-04-25,22,12,晴转多云,3
846,2020-04-26,22,9,晴转多云,2
847,2020-04-27,24,7,晴,2
848,2020-04-28,29,11,晴,2
849,2020-04-29,31,16,晴转多云,2
850,2020-04-30,33,15,晴,2
851,2020-05-01,35,17,晴,2
852,2020-05-02,33,21,晴,3
853,2020-05-03,31,17,小雨转雨,3
854,2020-05-04,20,13,多云,3
855,2020-05-05,26,10,晴转多云,2
856,2020-05-06,25,13,多云转阴,2
857,2020-05-07,19,13,小雨转雨,2
858,2020-05-08,17,13,多云,2
859,2020-05-09,20,11,晴转多云,2
860,2020-05-10,25,13,多云,3
861,2020-05-11,28,14,霾转多云,4
862,2020-05-12,28,13,晴,3
863,2020-05-13,30,12,多云转阴,2
864,2020-05-14,30,18,晴转多云,3
865,2020-05-15,25,15,阴转雨,2
866,2020-05-16,28,15,晴转多云,2
867,2020-05-17,23,13,晴转多云,2
868,2020-05-18,27,14,晴,3
869,2020-05-19,29,15,晴转多云,2
870,2020-05-20,29,15,阴,2
871,2020-05-21,23,16,多云转雨,2
872,2020-05-22,30,15,多云,3
873,2020-05-23,27,16,晴,3
874,2020-05-24,29,16,晴转多云,2
875,2020-05-25,25,17,多云,2
876,2020-05-26,28,13,多云,2
877,2020-05-27,29,16,晴,3
878,2020-05-28,32,16,多云,3
879,2020-05-29,33,17,多云,2
880,2020-05-30,30,19,阴转雨,3
881,2020-05-31,28,17,晴转多云,3
882,2020-06-01,30,16,多云转雨,3
883,2020-06-02,32,16,晴,2
884,2020-06-03,33,21,晴,3
885,2020-06-04,29,20,多云,3
886,2020-06-05,29,18,晴,2
887,2020-06-06,28,18,多云,2
888,2020-06-07,35,20,晴,2
889,2020-06-08,38,25,多云,3
890,2020-06-09,30,23,多云,2
891,2020-06-10,33,21,晴,2
892,2020-06-11,29,21,多云,2
893,2020-06-12,32,22,多云,2
894,2020-06-13,34,24,晴,2
895,2020-06-14,35,23,晴,3
896,2020-06-15,37,22,多云,2
897,2020-06-16,35,22,多云,3
898,2020-06-17,30,24,多云,4
899,2020-06-18,33,20,多云,2
900,2020-06-19,34,22,晴转多云,3
901,2020-06-20,34,24,多云,3
902,2020-06-21,35,25,晴,3
903,2020-06-22,34,25,多云,3
904,2020-06-23,33,23,多云,3
905,2020-06-24,31,21,多云,2
906,2020-06-25,25,20,晴,2
907,2020-06-26,27,20,晴,2
908,2020-06-27,30,21,晴,2
909,2020-06-28,29,22,阴,2
910,2020-06-29,29,23,多云,2
911,2020-06-30,30,23,晴,2
912,2020-07-01,30,23,阴,2
913,2020-07-02,26,23,小雨到大雨,3
914,2020-07-03,23,22,多云,2
915,2020-07-04,29,21,多云,2
916,2020-07-05,30,22,多云,2
917,2020-07-06,30,22,多云,2
918,2020-07-07,33,22,晴,2
919,2020-07-08,32,22,阴,2
920,2020-07-09,26,19,多云,2
921,2020-07-10,28,21,多云,2
922,2020-07-11,26,21,多云,2
923,2020-07-12,26,22,多云,2
924,2020-07-13,29,23,晴,2
925,2020-07-14,30,22,晴,2
926,2020-07-15,32,22,晴,2
927,2020-07-16,33,23,阴,3
928,2020-07-17,31,22,小雨,3
929,2020-07-18,29,23,多云,2
930,2020-07-19,32,23,晴,2
931,2020-07-20,34,21,晴,2
932,2020-07-21,33,24,多云,3
933,2020-07-22,33,22,多云,2
934,2020-07-23,33,22,晴,2
935,2020-07-24,36,22,晴,2
936,2020-07-25,34,24,阴,2
937,2020-07-26,29,22,小雨,2
938,2020-07-27,24,21,多云,2
939,2020-07-28,29,22,多云,2
940,2020-07-29,30,22,多云,2
941,2020-07-30,32,25,多云,3
942,2020-07-31,32,23,晴,2
943,2020-08-01,31,25,阴,2
944,2020-08-02,31,24,晴,2
945,2020-08-03,33,22,晴,2
946,2020-08-04,35,24,多云,2
947,2020-08-05,30,25,阴转多云,2
948,2020-08-06,31,24,多云,2
949,2020-08-07,30,24,晴,2
950,2020-08-08,31,23,多云,2
951,2020-08-09,32,21,晴,2
952,2020-08-10,30,23,晴,2
953,2020-08-11,33,23,多云,2
954,2020-08-12,30,22,小雨到中雨,3
955,2020-08-13,33,24,晴,2
956,2020-08-14,33,23,阴,2
957,2020-08-15,31,24,多云,2
958,2020-08-16,26,22,多云,2
959,2020-08-17,28,21,多云,2
960,2020-08-18,29,22,阴,3
961,2020-08-19,26,21,多云,2
962,2020-08-20,27,19,晴,2
963,2020-08-21,28,17,晴,2
964,2020-08-22,28,17,多云,2
965,2020-08-23,28,19,小雨到中雨,2
966,2020-08-24,31,22,晴,3
967,2020-08-25,33,20,晴,2
968,2020-08-26,29,22,多云,2
969,2020-08-27,32,22,晴,2
970,2020-08-28,30,19,晴,2
971,2020-08-29,30,22,阴,2
972,2020-08-30,30,23,多云,2
973,2020-08-31,26,20,晴,2
974,2020-09-01,32,18,多云,2
975,2020-09-02,29,20,晴,3
976,2020-09-03,28,17,晴,3
977,2020-09-04,31,20,多云,2
978,2020-09-05,29,19,晴,2
979,2020-09-06,30,19,多云转雨,2
980,2020-09-07,30,20,晴,2
981,2020-09-08,31,20,晴,2
982,2020-09-09,30,18,晴,2
983,2020-09-10,26,18,阴,3
984,2020-09-11,22,20,多云,2
985,2020-09-12,25,18,多云,2
986,2020-09-13,26,20,阴,2
987,2020-09-14,26,20,阴,2
988,2020-09-15,23,17,晴,2
989,2020-09-16,25,17,晴,4
990,2020-09-17,27,16,晴,3
991,2020-09-18,27,17,晴,2
992,2020-09-19,30,17,晴,2
993,2020-09-20,27,18,多云,2
994,2020-09-21,28,17,多云,2
995,2020-09-22,26,17,阴,2
996,2020-09-23,17,16,阴,2
997,2020-09-24,22,14,晴,2
998,2020-09-25,26,17,晴,2
999,2020-09-26,27,17,晴,2
1000,2020-09-27,27,17,晴,2
1001,2020-09-28,24,16,小雨,2
1002,2020-09-29,20,14,晴,3
1003,2020-09-30,22,13,阴,2
1004,2020-10-01,20,13,晴,2
1005,2020-10-02,21,12,晴,3
1006,2020-10-03,23,13,晴,3
1007,2020-10-04,18,10,晴,4
1008,2020-10-05,20,10,晴,2
1009,2020-10-06,21,11,多云,2
1010,2020-10-07,21,9,晴,2
1011,2020-10-08,22,13,阴,2
1012,2020-10-09,22,11,晴,2
1013,2020-10-10,22,13,阴,2
1014,2020-10-11,18,6,晴,3
1015,2020-10-12,19,10,晴,2
1016,2020-10-13,20,7,阴,3
1017,2020-10-14,13,6,阴,2
1018,2020-10-15,14,11,阴,2
1019,2020-10-16,19,4,晴,3
1020,2020-10-17,22,10,晴,2
1021,2020-10-18,21,5,阴,2
1022,2020-10-19,21,7,阴,2
1023,2020-10-20,17,8,霾,2
1024,2020-10-21,17,2,晴,4
1025,2020-10-22,15,6,晴,3
1026,2020-10-23,17,4,晴,2
1027,2020-10-24,19,8,多云,1
1028,2020-10-25,19,6,多云,1
1029,2020-10-26,22,8,晴,2
1030,2020-10-27,16,6,晴,2
1031,2020-10-28,19,6,晴,2
1032,2020-10-29,18,4,晴,1
1033,2020-10-30,18,9,阴,2
1034,2020-10-31,19,6,晴,3
1035,2020-11-01,17,6,晴,3
1036,2020-11-02,12,1,晴,3
1037,2020-11-03,14,0,晴,2
1038,2020-11-04,14,4,晴,1
1039,2020-11-05,16,4,霾,1
1040,2020-11-06,17,6,晴,2
1041,2020-11-07,18,2,晴,3
1042,2020-11-08,13,2,晴,2
1043,2020-11-09,16,3,晴,2
1044,2020-11-10,17,2,晴,1
1045,2020-11-11,14,5,霾,1
1046,2020-11-12,19,4,晴,2
1047,2020-11-13,15,4,晴,2
1048,2020-11-14,11,4,晴,1
1049,2020-11-15,14,5,晴,1
1050,2020-11-16,11,9,阴,1
1051,2020-11-17,10,8,阴,2
1052,2020-11-18,11,6,阴,3
1053,2020-11-19,9,-2,晴,3
1054,2020-11-20,8,-1,阴,2
1055,2020-11-21,3,-1,多云,1
1056,2020-11-22,3,-3,晴,3
1057,2020-11-23,5,-2,多云,2
1058,2020-11-24,8,-3,晴,1
1059,2020-11-25,7,-3,多云,2
1060,2020-11-26,5,-3,晴,1
1061,2020-11-27,5,-3,晴,3
1062,2020-11-28,3,-4,晴,2
1063,2020-11-29,5,-3,晴,2
1064,2020-11-30,4,-5,晴,2
1065,2020-12-01,3,-3,阴,1
1066,2020-12-02,3,-4,晴,3
1067,2020-12-03,4,-3,晴,3
1068,2020-12-04,1,-2,晴,3
1069,2020-12-05,5,-4,晴,1
1070,2020-12-06,6,-3,晴,3
1071,2020-12-07,1,-7,晴,3
1072,2020-12-08,3,-5,多云,1
1073,2020-12-09,2,-5,晴,1
1074,2020-12-10,8,-4,晴,1
1075,2020-12-11,6,-4,晴,2
1076,2020-12-12,3,-4,晴,2
1077,2020-12-13,-2,-7,晴,4
1078,2020-12-14,0,-8,晴,3
1079,2020-12-15,0,-8,晴,1
1080,2020-12-16,2,-7,晴,2
1081,2020-12-17,2,-4,晴,2
1082,2020-12-18,0,-9,晴,3
1083,2020-12-19,3,-6,晴,1
1084,2020-12-20,5,-6,晴,2
1085,2020-12-21,6,-6,晴,1
1086,2020-12-22,1,-4,多云,1
1087,2020-12-23,4,-1,晴,3
1088,2020-12-24,2,-4,晴,3
1089,2020-12-25,3,-4,晴,1
1090,2020-12-26,1,-3,晴,1
1091,2020-12-27,2,-2,晴,1
1092,2020-12-28,2,-10,多云,2
1093,2020-12-29,-8,-12,晴,4
1094,2020-12-30,-6,-11,晴,4
1095,2020-12-31,1,-10,晴,2
1096,2021-01-01,0,-11,晴,2
1097,2021-01-02,0,-9,晴,2
1098,2021-01-03,0,-7,多云,2
1099,2021-01-04,-1,-11,晴,3
1100,2021-01-05,-2,-11,晴,3
1101,2021-01-06,0,-19,多云,4
1102,2021-01-07,-7,-14,晴,3
1103,2021-01-08,-2,-10,晴,3
1104,2021-01-09,1,-8,晴,2
1105,2021-01-10,1,-7,多云,2
1106,2021-01-11,2,-8,多云,2
1107,2021-01-12,4,-6,晴,1
1108,2021-01-13,9,-6,晴,2
1109,2021-01-14,2,-4,阴,2
1110,2021-01-15,3,-8,晴,3
1111,2021-01-16,0,-8,晴,3
1112,2021-01-17,3,-7,晴,2
1113,2021-01-18,4,-6,晴,2
1114,2021-01-19,-3,-8,阴,2
1115,2021-01-20,1,-5,晴,1
1116,2021-01-21,5,-5,阴,1
1117,2021-01-22,5,-7,晴,1
1118,2021-01-23,3,-6,多云,1
1119,2021-01-24,5,-5,晴,1
1120,2021-01-25,1,-6,雨夹雪,1
1121,2021-01-26,6,-7,阴,2
1122,2021-01-27,3,-6,阴,2
1123,2021-01-28,-1,-9,晴,4
1124,2021-01-29,0,-8,晴,1
1125,2021-01-30,7,-7,晴,3
1126,2021-01-31,0,-5,多云,1
1127,2021-02-01,3,-8,晴,3
1128,2021-02-02,0,-9,晴,3
1129,2021-02-03,7,-6,晴,3
1130,2021-02-04,10,-5,晴,2
1131,2021-02-05,15,-1,晴,1
1132,2021-02-06,16,-1,多云,2
1133,2021-02-07,7,-4,晴,2
1134,2021-02-08,8,-5,晴,1
1135,2021-02-09,10,-3,晴,1
1136,2021-02-10,15,-3,晴,1
1137,2021-02-11,10,0,霾,1
1138,2021-02-12,14,1,霾,2
1139,2021-02-13,8,2,霾,1
1140,2021-02-14,4,-4,晴,2
1141,2021-02-15,5,-2,晴,3
1142,2021-02-16,0,-6,晴,4
1143,2021-02-17,2,-6,晴,3
1144,2021-02-18,6,-4,晴,1
1145,2021-02-19,16,-2,晴,1
1146,2021-02-20,20,4,多云,1
1147,2021-02-21,25,4,晴,2
1148,2021-02-22,12,1,多云,3
1149,2021-02-23,3,-2,阴,3
1150,2021-02-24,4,-2,多云,1
1151,2021-02-25,7,-2,晴,1
1152,2021-02-26,11,-2,晴,1
1153,2021-02-27,11,2,阴,2
1154,2021-02-28,5,1,小雪,2
1155,2021-03-01,5,-6,小雪,2
1156,2021-03-02,4,-2,多云,2
1157,2021-03-03,6,2,多云,1
1158,2021-03-04,11,2,阴,1
1159,2021-03-05,9,-2,雾,3
1160,2021-03-06,4,-5,阴,2
1161,2021-03-07,8,-2,多云,2
1162,2021-03-08,10,1,多云,1
1163,2021-03-09,15,3,多云,1
1164,2021-03-10,16,8,雾,2
1165,2021-03-11,17,7,阴,2
1166,2021-03-12,10,6,小雨,2
1167,2021-03-13,14,8,多云,1
1168,2021-03-14,13,9,阴,2
1169,2021-03-15,12,2,扬沙,3
1170,2021-03-16,15,3,浮尘,2
1171,2021-03-17,13,6,小雨,2
1172,2021-03-18,8,3,阴,2
1173,2021-03-19,10,5,阴,2
1174,2021-03-20,13,3,浮尘,3
1175,2021-03-21,12,1,晴,3
1176,2021-03-22,19,5,晴,2
1177,2021-03-23,23,8,晴,2
1178,2021-03-24,21,6,阴,2
1179,2021-03-25,21,11,多云,2
1180,2021-03-26,14,10,小雨,2
1181,2021-03-27,18,10,雾,2
1182,2021-03-28,18,8,扬沙,4
1183,2021-03-29,19,6,多云,2
1184,2021-03-30,21,9,多云,2
1185,2021-03-31,24,10,多云,2
1186,2021-04-01,18,13,阴,2
1187,2021-04-02,16,10,阴,2
1188,2021-04-03,18,7,阴,3
1189,2021-04-04,20,7,晴,2
1190,2021-04-05,18,7,多云,3
1191,2021-04-06,21,10,晴,2
1192,2021-04-07,19,5,晴,3
1193,2021-04-08,19,10,晴,2
1194,2021-04-09,17,6,晴,2
1195,2021-04-10,19,13,多云,2
1196,2021-04-11,20,8,阴,3
1197,2021-04-12,17,8,晴,3
1198,2021-04-13,16,8,晴,3
1199,2021-04-14,21,10,晴,2
1200,2021-04-15,20,9,晴,3
1201,2021-04-16,16,9,晴,3
1202,2021-04-17,20,5,晴,3
1203,2021-04-18,24,10,晴,2
1204,2021-04-19,28,15,多云,2
1205,2021-04-20,26,13,多云,3
1206,2021-04-21,21,12,阴,3
1207,2021-04-22,16,9,晴,2
1208,2021-04-23,21,13,多云,2
1209,2021-04-24,19,14,多云,2
1210,2021-04-25,20,10,多云,2
1211,2021-04-26,21,9,阴,3
1212,2021-04-27,21,11,晴,3
1213,2021-04-28,22,11,多云,3
1214,2021-04-29,13,8,晴,3
1215,2021-04-30,14,7,晴,2
1216,2021-05-01,20,8,晴,3
1217,2021-05-02,20,12,晴,3
1218,2021-05-03,24,12,多云,3
1219,2021-05-04,21,10,晴,3
1220,2021-05-05,27,15,多云,3
1221,2021-05-06,19,14,霾,4
1222,2021-05-07,25,16,多云,4
1223,2021-05-08,25,12,多云,3
1224,2021-05-09,25,13,多云,2
1225,2021-05-10,23,14,多云,3
1226,2021-05-11,24,13,阴,3
1227,2021-05-12,26,16,晴,2
1228,2021-05-13,22,17,多云,2
1229,2021-05-14,20,18,阴,3
1230,2021-05-15,21,16,阴,3
1231,2021-05-16,25,14,多云,3
1232,2021-05-17,30,16,多云,2
1233,2021-05-18,32,19,多云,2
1234,2021-05-19,30,20,阴,3
1235,2021-05-20,27,16,多云,2
1236,2021-05-21,30,19,小雨,2
1237,2021-05-22,32,18,小雨转阴,3
1238,2021-05-23,26,15,多云,4
1239,2021-05-24,24,13,多云转小雨,3
1240,2021-05-25,27,16,多云,3
1241,2021-05-26,26,15,多云转小雨,2
1242,2021-05-27,28,17,多云转小雨,3
1243,2021-05-28,27,17,多云,3
1244,2021-05-29,27,16,多云,3
1245,2021-05-30,27,15,多云,2
1246,2021-05-31,20,16,小雨,2
1247,2021-06-01,28,17,多云,3
1248,2021-06-02,26,15,多云,2
1249,2021-06-03,29,14,晴,3
1250,2021-06-04,29,17,晴,3
1251,2021-06-05,33,17,晴,2
1252,2021-06-06,33,20,阴,2
1253,2021-06-07,28,20,阴,3
1254,2021-06-08,28,21,多云,2
1255,2021-06-09,25,19,阴,3
1256,2021-06-10,32,18,晴,2
1257,2021-06-11,35,19,阴,2
1258,2021-06-12,35,23,阴,2
1259,2021-06-13,34,23,阴,2
1260,2021-06-14,28,22,多云,2
1261,2021-06-15,32,20,阴,2
1262,2021-06-16,20,20,小雨,2
1263,2021-06-17,32,19,晴,3
1264,2021-06-18,34,19,晴,3
1265,2021-06-19,35,20,晴,3
1266,2021-06-20,34,23,多云,2
1267,2021-06-21,35,22,晴,3
1268,2021-06-22,32,21,多云,2
1269,2021-06-23,23,22,阴,2
1270,2021-06-24,27,20,小雨转阴,2
1271,2021-06-25,28,22,小雨,2
1272,2021-06-26,27,22,晴,2
1273,2021-06-27,33,22,晴,2
1274,2021-06-28,30,22,多云,2
1275,2021-06-29,27,22,小雨到中雨,2
1276,2021-06-30,29,23,晴,1
1277,2021-07-01,29,19,阴,2
1278,2021-07-02,30,19,阴,2
1279,2021-07-03,25,17,多云,2
1280,2021-07-04,35,23,多云,2
1281,2021-07-05,31,20,小雨到中雨,2
1282,2021-07-06,29,22,阴,2
1283,2021-07-07,32,23,晴,2
1284,2021-07-08,34,22,晴,2
1285,2021-07-09,32,23,晴,2
1286,2021-07-10,31,23,阴,2
1287,2021-07-11,26,23,小雨到中雨,2
1288,2021-07-12,25,22,阴,3
1289,2021-07-13,31,24,多云,2
1290,2021-07-14,30,24,多云,2
1291,2021-07-15,32,24,多云,2
1292,2021-07-16,30,24,阴,2
1293,2021-07-17,29,23,阴,2
1294,2021-07-18,29,22,晴,3
1295,2021-07-19,30,24,阴,2
1296,2021-07-20,30,23,多云,2
1297,2021-07-21,28,23,阴,2
1298,2021-07-22,28,23,阴,1
1299,2021-07-23,32,27,多云转小雨,4
1300,2021-07-24,32,24,晴,2
1301,2021-07-25,33,24,多云,3
1302,2021-07-26,31,25,阴,2
1303,2021-07-27,36,23,晴,3
1304,2021-07-28,32,23,晴,3
1305,2021-07-29,26,22,小雨,2
1306,2021-07-30,30,22,多云,2
1307,2021-07-31,34,23,多云转小雨,2
1308,2021-08-01,32,22,晴,3
1309,2021-08-02,32,23,多云,2
1310,2021-08-03,31,24,阴,2
1311,2021-08-04,34,26,多云,2
1312,2021-08-05,32,23,多云,2
1313,2021-08-06,33,22,多云,2
1314,2021-08-07,33,23,晴,2
1315,2021-08-08,32,23,多云,2
1316,2021-08-09,30,22,晴,2
1317,2021-08-10,33,23,晴,2
1318,2021-08-11,30,23,阴,2
1319,2021-08-12,29,22,多云,2
1320,2021-08-13,29,22,多云,2
1321,2021-08-14,27,18,小雨,3
1322,2021-08-15,28,22,小雨,2
1323,2021-08-16,28,22,小雨转多云,1
1324,2021-08-17,30,21,多云,2
1325,2021-08-18,28,23,多云,2
1326,2021-08-19,24,20,阴,2
1327,2021-08-20,28,21,多云,2
1328,2021-08-21,31,22,晴,2
1329,2021-08-22,30,23,多云,2
1330,2021-08-23,30,20,中雨,2
1331,2021-08-24,28,19,晴,2
1332,2021-08-25,28,18,晴,2
1333,2021-08-26,26,17,晴,3
1334,2021-08-27,33,22,晴,2
1335,2021-08-28,28,18,多云,2
1336,2021-08-29,29,19,多云,2
1337,2021-08-30,28,20,多云,2
1338,2021-08-31,27,17,晴,2
1339,2021-09-01,29,18,晴,2
1340,2021-09-02,29,18,阴,1
1341,2021-09-03,30,22,多云,1
1342,2021-09-04,23,20,阴到小雨,1
1343,2021-09-05,24,20,小雨,1
1344,2021-09-06,23,14,晴,1
1345,2021-09-07,27,17,晴,2
1346,2021-09-08,29,19,多云,2
1347,2021-09-09,26,18,阴,1
1348,2021-09-10,24,16,多云,1
1349,2021-09-11,31,22,多云,1
1350,2021-09-12,23,20,多云,2
1351,2021-09-13,29,20,多云,1
1352,2021-09-14,25,17,多云,1
1353,2021-09-15,25,19,多云,1
1354,2021-09-16,24,17,多云,1
1355,2021-09-17,27,17,晴,1
1356,2021-09-18,24,18,阴,1
1357,2021-09-19,19,16,小雨,2
1358,2021-09-20,33,26,多云,2
1359,2021-09-21,27,11,晴,1
1360,2021-09-22,29,17,多云,1
1361,2021-09-23,27,17,多云,2
1362,2021-09-24,19,18,阴,1
1363,2021-09-25,24,19,小雨到中雨,1
1364,2021-09-26,19,17,多云,1
1365,2021-09-27,28,17,多云,1
1366,2021-09-28,23,17,多云,1
1367,2021-09-29,23,15,阴,3
1368,2021-09-30,22,16,晴,1
1369,2021-10-01,23,16,多云,2
1370,2021-10-02,27,18,多云,1
1371,2021-10-03,21,16,多云,2
1372,2021-10-04,18,12,小雨,1
1373,2021-10-05,15,12,小雨,1
1374,2021-10-06,12,7,多云,1
1375,2021-10-07,19,7,晴,2
1376,2021-10-08,20,9,多云,1
1377,2021-10-09,14,12,阴,1
1378,2021-10-10,19,5,晴,0
1379,2021-10-11,19,5,晴,0
1380,2021-10-12,19,8,晴,1
1381,2021-10-13,18,12,多云,0
1382,2021-10-14,19,11,多云,1
1383,2021-10-15,20,5,多云,2
1384,2021-10-16,12,1,晴,1
1385,2021-10-17,15,2,晴,1
1386,2021-10-18,8,-5,晴,3
1387,2021-10-19,14,1,晴,1
1388,2021-10-20,14,3,晴,0
1389,2021-10-21,19,5,晴,0
1390,2021-10-22,18,3,晴,1
1391,2021-10-23,17,4,晴,0
1392,2021-10-24,17,5,晴,1
1393,2021-10-25,18,6,阴,2
1394,2021-10-26,22,5,晴,1
1395,2021-10-27,21,7,多云,2
1396,2021-10-28,19,7,晴,1
1397,2021-10-29,19,6,晴,1
1398,2021-10-30,20,8,阴,1
1399,2021-10-31,18,5,晴,1
1400,2021-11-01,13,6,多云,2
1401,2021-11-02,12,4,晴,1
1402,2021-11-03,11,5,晴,1
1403,2021-11-04,13,7,晴,2
1404,2021-11-05,12,10,霾,1
1405,2021-11-06,13,2,小雨到中雨,3
1406,2021-11-07,1,-4,多云,3
1407,2021-11-08,6,0,晴,2
1408,2021-11-09,10,2,多云,2
1409,2021-11-10,13,3,晴,3
1410,2021-11-11,13,0,晴,1
1411,2021-11-12,9,6,小雨,1
1412,2021-11-13,18,1,晴,2
1413,2021-11-14,16,2,晴,2
1414,2021-11-15,10,0,晴,2
1415,2021-11-16,11,2,晴,1
1416,2021-11-17,13,2,晴,1
1417,2021-11-18,9,2,阴,2
1418,2021-11-19,9,3,多云,1
1419,2021-11-20,8,0,多云,1
1420,2021-11-21,6,-1,晴,4
1421,2021-11-22,3,-5,晴,1
1422,2021-11-23,-7,-14,多云,3
1423,2021-11-24,12,-2,晴,1
1424,2021-11-25,13,-2,多云,1
1425,2021-11-26,14,-2,晴,1
1426,2021-11-27,8,0,多云,1
1427,2021-11-28,9,1,晴,1
1428,2021-11-29,7,-1,多云,1
1429,2021-11-30,6,-5,晴,3
1430,2021-12-01,9,-5,多云,2
1431,2021-12-02,13,0,多云,2
1432,2021-12-03,2,-8,多云,1
1433,2021-12-04,13,-2,晴,1
1434,2021-12-05,10,1,多云,1
1435,2021-12-06,12,-3,多云,1
1436,2021-12-07,9,0,多云,2
1437,2021-12-08,6,1,小雨,2
1438,2021-12-09,3,1,晴,1
1439,2021-12-10,9,-1,多云,1
1440,2021-12-11,10,-2,多云,2
1441,2021-12-12,3,-6,晴,1
1442,2021-12-13,4,-5,晴,0
1443,2021-12-14,2,-14,晴,1
1444,2021-12-15,3,-4,多云,1
1445,2021-12-16,4,-7,晴,3
1446,2021-12-17,0,-8,晴,2
1447,2021-12-18,3,0,阴,0
1448,2021-12-19,8,-5,晴,1
1449,2021-12-20,14,-2,晴,1
1450,2021-12-21,8,-2,多云,3
1451,2021-12-22,13,0,晴,2
1452,2021-12-23,-1,-5,多云,2
1453,2021-12-24,-3,-9,晴,2
1454,2021-12-25,-4,-11,晴,2
1455,2021-12-26,-1,-8,晴,3
1456,2021-12-27,6,-8,晴,1
1457,2021-12-28,6,-5,多云,1
1458,2021-12-29,5,-5,晴,2
1459,2021-12-30,5,-7,晴,3
1460,2021-12-31,4,-6,晴,2
1461,2022-01-01,6,-7,晴,1
1462,2022-01-02,2,-7,多云,1
1463,2022-01-03,6,-7,晴,2
